trial_number,receive_time,node,ts,px,py,yaw,temp
3,1778096571.7497578,1,24842,-0.039992,0.046169,0.036699,40.6
3,1778096571.8635964,1,24942,-0.041663,0.048537,0.037489,40.6
3,1778096571.945729,1,25042,-0.043217,0.050732,0.038521,40.6
3,1778096572.0732949,1,25170,-0.045441,0.053969,0.039589,40.6
3,1778096572.1663609,1,25260,-0.046939,0.056199,0.040368,40.6
3,1778096572.2537348,1,25350,-0.048473,0.058466,0.04107,40.6
3,1778096572.3477325,1,25442,-0.050022,0.060775,0.041936,40.6
3,1778096572.4456801,1,25541,-0.051739,0.063446,0.042811,40.6
3,1778096572.548762,1,25642,-0.053487,0.066198,0.043552,40.6
3,1778096572.644705,1,25742,-0.055343,0.068995,0.044385,40.6
3,1778096572.7467499,1,25841,-0.057232,0.071871,0.045259,40.6
3,1778096572.852952,1,25942,-0.059117,0.074835,0.046205,40.6
3,1778096572.9734492,1,26070,-0.061624,0.078596,0.047331,40.6
3,1778096573.06447,1,26161,-0.063378,0.08141,0.048086,40.6
3,1778096573.153504,1,26250,-0.06522,0.084456,0.048863,40.6
3,1778096573.247754,1,26342,-0.066969,0.087191,0.049604,40.6
3,1778096573.3473313,1,26442,-0.069263,0.090591,0.050507,40.6
3,1778096573.4452047,1,26542,-0.071546,0.093885,0.051362,40.6
3,1778096573.55078,1,26642,-0.073772,0.09708,0.052234,40.6
3,1778096573.6453161,1,26742,-0.076268,0.100708,0.053078,40.6
3,1778096573.7581315,1,26842,-0.078528,0.104323,0.053766,40.6
3,1778096573.8815,1,26971,-0.081491,0.109156,0.054794,40.6
3,1778096574.0730183,1,27151,-0.08574,0.11611,0.05665,40.6
3,1778096574.1458018,1,27241,-0.08787,0.119716,0.057697,41.6
3,1778096574.2489839,1,27342,-0.090371,0.123758,0.05849,41.6
3,1778096574.3476336,1,27441,-0.092865,0.12789,0.05925,40.6
3,1778096574.4457574,1,27542,-0.095198,0.13221,0.060148,40.6
3,1778096574.5459292,1,27642,-0.097731,0.136517,0.061205,41.6
3,1778096574.6461844,1,27741,-0.100429,0.140854,0.062239,40.6
3,1778096574.7887414,1,27871,-0.103797,0.146684,0.063164,41.6
3,1778096574.8656435,1,27961,-0.106204,0.150761,0.064088,41.6
3,1778096575.1464808,1,28242,-0.113684,0.163683,0.066982,41.6
3,1778096575.320766,1,28342,-0.116595,0.16874,0.067653,41.6
3,1778096575.348371,1,28442,-0.119519,0.173599,0.06906,41.6
3,1778096575.4465055,1,28542,-0.122449,0.178569,0.069896,41.6
3,1778096575.5479515,1,28642,-0.125328,0.183616,0.070682,41.6
3,1778096575.6946442,1,28772,-0.129079,0.19027,0.071579,41.6
3,1778096575.7659338,1,28862,-0.131544,0.194968,0.072642,42.6
3,1778096576.1492016,1,29242,-0.142986,0.215204,0.076986,42.6
3,1778096576.2457986,1,29341,-0.145771,0.220516,0.07791,42.6
3,1778096576.3456137,1,29442,-0.148903,0.226463,0.07872,41.6
3,1778096576.593678,1,29672,-0.156117,0.239551,0.080787,41.6
3,1778096576.669539,1,29762,-0.158891,0.244783,0.081901,42.6
3,1778096577.0495684,1,30142,-0.171304,0.267182,0.086415,42.6
3,1778096577.1834915,1,30242,-0.174462,0.273349,0.087461,42.6
3,1778096577.2451715,1,30342,-0.177565,0.279602,0.088768,42.6
3,1778096577.478291,1,30573,-0.185515,0.293446,0.090646,42.6
3,1778096577.566092,1,30663,-0.188659,0.299447,0.091689,42.6
3,1778096577.6565435,1,30753,-0.191664,0.305159,0.092675,42.6
3,1778096577.7506707,1,30843,-0.194597,0.310528,0.093478,42.6
3,1778096577.8457687,1,30942,-0.198282,0.317191,0.094443,42.6
3,1778096577.945795,1,31042,-0.201643,0.323217,0.095335,41.6
3,1778096578.0453866,1,31142,-0.205212,0.329568,0.096194,42.6
3,1778096578.1453125,1,31241,-0.208762,0.335932,0.097106,41.6
4,1778096589.0417569,1,41941,-0.668483,1.194544,0.216156,46.6
4,1778096589.0418491,1,42042,-0.674761,1.206249,0.217946,46.6
4,1778096589.0440524,1,42142,-0.681109,1.218108,0.219619,46.6
4,1778096589.1443367,1,42242,-0.687544,1.230066,0.220578,46.6
4,1778096589.2717745,1,42369,-0.695895,1.245696,0.221636,46.6
4,1778096589.3634727,1,42459,-0.701728,1.256528,0.22258,45.6
4,1778096589.4521532,1,42549,-0.707621,1.267381,0.223547,45.6
4,1778096589.5460203,1,42642,-0.713519,1.278276,0.224485,45.6
4,1778096589.647035,1,42742,-0.720068,1.290473,0.225492,45.6
4,1778096589.7444813,1,42842,-0.726694,1.302667,0.226505,44.6
4,1778096589.8487535,1,42942,-0.733,1.314289,0.227437,44.6
4,1778096589.9455183,1,43042,-0.739973,1.327186,0.228301,44.6
4,1778096590.0448425,1,43142,-0.74666,1.339463,0.229243,44.6
4,1778096590.1726034,1,43269,-0.75541,1.355502,0.23063,43.6
4,1778096590.2662215,1,43360,-0.761479,1.366675,0.231538,44.6
4,1778096590.3532631,1,43450,-0.767568,1.377872,0.232427,44.6
4,1778096590.4462302,1,43542,-0.773675,1.389129,0.233415,44.6
4,1778096590.554874,1,43642,-0.780493,1.401689,0.234313,43.6
4,1778096590.645615,1,43742,-0.787338,1.414284,0.235347,44.6
4,1778096590.744788,1,43842,-0.794199,1.426936,0.236305,44.6
4,1778096590.8495452,1,43942,-0.801082,1.439635,0.237243,43.6
4,1778096590.9460497,1,44042,-0.807971,1.452362,0.238237,43.6
4,1778096591.0748465,1,44169,-0.816641,1.468323,0.239497,44.6
4,1778096591.1690886,1,44259,-0.822946,1.479848,0.240438,43.6
4,1778096591.2527058,1,44350,-0.829594,1.492096,0.241512,43.6
4,1778096591.3506806,1,44442,-0.835556,1.503088,0.24256,44.6
4,1778096591.4480443,1,44542,-0.842936,1.516728,0.243665,44.6
4,1778096591.5472205,1,44642,-0.849971,1.529824,0.244617,44.6
4,1778096591.6442468,1,44741,-0.85666,1.542344,0.245591,43.6
4,1778096591.7456887,1,44842,-0.864117,1.556201,0.246589,43.6
4,1778096591.8444953,1,44942,-0.871236,1.569481,0.247399,43.6
4,1778096591.9740257,1,45070,-0.880669,1.586745,0.248356,43.6
4,1778096592.064726,1,45160,-0.887331,1.598716,0.249293,43.6
4,1778096592.1525002,1,45250,-0.893983,1.610806,0.250274,43.6
4,1778096592.2441585,1,45342,-0.900635,1.623004,0.251108,43.6
4,1778096592.3466256,1,45442,-0.908096,1.636636,0.252119,43.6
4,1778096592.4452057,1,45542,-0.91574,1.650286,0.253172,43.6
4,1778096592.5443678,1,45642,-0.923418,1.664043,0.254164,43.6
4,1778096592.6457338,1,45742,-0.931093,1.677934,0.255139,43.6
4,1778096592.7477808,1,45842,-0.938866,1.691865,0.256094,43.6
4,1778096592.8757422,1,45971,-0.949137,1.709962,0.257306,43.6
4,1778096592.9625006,1,46060,-0.956224,1.722573,0.258249,43.6
4,1778096593.0557172,1,46150,-0.963298,1.735297,0.259094,43.6
4,1778096593.1491356,1,46242,-0.970088,1.747311,0.260023,43.6
4,1778096593.244254,1,46342,-0.978653,1.762141,0.260847,43.6
4,1778096593.3459463,1,46442,-0.986741,1.776459,0.261681,43.6
4,1778096593.447781,1,46542,-0.994807,1.790905,0.262698,43.6
4,1778096593.547438,1,46642,-1.003079,1.805323,0.263528,43.6
4,1778096593.6440058,1,46742,-1.011447,1.819807,0.264499,42.6
4,1778096593.7773786,1,46871,-1.022259,1.838988,0.26549,43.6
4,1778096593.8638275,1,46961,-1.02982,1.852352,0.266437,43.6
4,1778096593.9534447,1,47051,-1.037513,1.865696,0.2676,43.6
4,1778096594.045064,1,47142,-1.045226,1.879143,0.268807,43.6
4,1778096594.145699,1,47242,-1.053813,1.894197,0.269948,43.6
4,1778096594.244007,1,47342,-1.062561,1.909256,0.271295,43.6
4,1778096594.344766,1,47442,-1.070889,1.923695,0.272442,43.6
4,1778096594.44448,1,47542,-1.080132,1.93973,0.273545,42.6
4,1778096594.544401,1,47642,-1.088558,1.954322,0.274614,43.6
4,1778096594.6743767,1,47771,-1.100863,1.975079,0.276348,42.6
4,1778096594.7645621,1,47862,-1.109154,1.988917,0.277251,43.6
4,1778096594.8555753,1,47952,-1.117179,2.003097,0.278218,43.6
4,1778096594.9458792,1,48041,-1.125143,2.017398,0.279182,43.6
4,1778096595.0449722,1,48142,-1.134385,2.033083,0.280251,43.6
4,1778096595.1444647,1,48242,-1.143809,2.048794,0.281254,43.6
4,1778096595.2443635,1,48342,-1.153108,2.064715,0.28216,43.6
4,1778096595.3453782,1,48442,-1.162465,2.080687,0.283047,43.6
4,1778096595.444464,1,48542,-1.171981,2.096631,0.284097,42.6
5,1778096664.3857255,1,21568,-0.001843,0.002469,0.005665,46.6
5,1778096664.4240956,1,21658,-0.002201,0.003027,0.005933,46.6
5,1778096664.5117116,1,21749,-0.002567,0.003647,0.006754,46.6
5,1778096664.8842683,1,22141,-0.004247,0.00704,0.010127,46.6
5,1778096664.9858298,1,22241,-0.004799,0.008145,0.010335,46.6
5,1778096665.083825,1,22341,-0.005425,0.009205,0.010449,46.6
5,1778096665.211902,1,22469,-0.006207,0.010653,0.010649,46.6
5,1778096665.3008068,1,22559,-0.006728,0.011679,0.010982,45.6
5,1778096665.3930628,1,22649,-0.007291,0.012719,0.011247,46.6
5,1778096665.4943852,1,22741,-0.007877,0.013787,0.011831,46.6
5,1778096665.6833925,1,22941,-0.009263,0.016377,0.012566,46.6
5,1778096665.7836888,1,23041,-0.009873,0.01776,0.012892,45.6
5,1778096665.9327312,1,23141,-0.010543,0.019126,0.013424,46.6
5,1778096665.9831464,1,23241,-0.01132,0.020515,0.014406,46.6
5,1778096666.2032783,1,23459,-0.013018,0.023801,0.015482,46.6
5,1778096666.289865,1,23549,-0.01378,0.025196,0.015792,46.6
5,1778096666.3830554,1,23641,-0.014592,0.026599,0.016137,45.6
5,1778096666.4872932,1,23741,-0.015476,0.028206,0.016504,46.6
5,1778096666.5832694,1,23841,-0.016382,0.029859,0.016691,46.6
5,1778096666.6824834,1,23941,-0.017386,0.031535,0.016946,46.6
5,1778096666.782866,1,24041,-0.018375,0.03326,0.017128,46.6
5,1778096666.8839884,1,24141,-0.019362,0.035023,0.017245,45.6
5,1778096667.017716,1,24270,-0.020793,0.037311,0.01737,45.6
5,1778096667.101775,1,24360,-0.021758,0.038917,0.018222,46.6
5,1778096667.1907396,1,24450,-0.022682,0.040642,0.018548,46.6
5,1778096667.298313,1,24541,-0.023674,0.042397,0.01877,45.6
5,1778096667.3826387,1,24641,-0.024837,0.044344,0.019544,46.6
5,1778096667.483643,1,24741,-0.025957,0.046361,0.019751,46.6
5,1778096667.586522,1,24841,-0.027026,0.048282,0.020135,46.6
5,1778096667.782948,1,25041,-0.029382,0.052397,0.021857,46.6
5,1778096668.0912657,1,25350,-0.03327,0.059436,0.023453,46.6
5,1778096668.185407,1,25441,-0.03442,0.061533,0.02384,45.6
5,1778096668.3829896,1,25641,-0.037051,0.06631,0.025028,46.6
5,1778096668.4851832,1,25741,-0.038399,0.06881,0.025255,46.6
5,1778096668.5820377,1,25841,-0.039824,0.071319,0.026056,46.6
5,1778096668.6839929,1,25941,-0.041252,0.073897,0.026279,46.6
5,1778096668.8269043,1,26070,-0.043042,0.077143,0.026623,45.6
5,1778096668.9029846,1,26161,-0.044447,0.079623,0.027104,46.6
5,1778096668.9920604,1,26251,-0.045714,0.081888,0.02778,46.6
5,1778096669.088986,1,26341,-0.047075,0.084365,0.028397,46.6
5,1778096669.2823608,1,26541,-0.050173,0.090003,0.029505,46.6
5,1778096669.3845618,1,26641,-0.051798,0.093049,0.029799,46.6
5,1778096669.4877427,1,26741,-0.05335,0.096005,0.030064,46.6
5,1778096669.6314142,1,26841,-0.054895,0.098982,0.030466,46.6
5,1778096669.732878,1,26971,-0.056946,0.102928,0.031592,46.6
5,1778096669.8236966,1,27061,-0.058384,0.105728,0.032224,46.6
5,1778096669.9831934,1,27241,-0.061302,0.111573,0.033459,46.6
5,1778096670.2003858,1,27441,-0.064544,0.118307,0.034564,46.6
5,1778096670.3837178,1,27641,-0.067848,0.125265,0.035625,46.6
5,1778096670.4832647,1,27741,-0.069535,0.128792,0.035884,46.6
5,1778096670.612038,1,27871,-0.07175,0.13339,0.036131,46.6
5,1778096671.0849693,1,28341,-0.079869,0.150602,0.038984,46.6
5,1778096671.2830184,1,28541,-0.083639,0.158668,0.039897,46.6
5,1778096671.3823793,1,28641,-0.085682,0.16262,0.039998,46.6
5,1778096671.5138679,1,28772,-0.087858,0.168021,0.040233,46.6
5,1778096671.6047,1,28862,-0.08947,0.17176,0.040569,46.6
5,1778096671.6929524,1,28952,-0.091364,0.175429,0.040996,46.6
5,1778096671.786653,1,29042,-0.093168,0.179199,0.0412,46.6
5,1778096671.8855824,1,29141,-0.095021,0.18349,0.041609,46.6
5,1778096671.982374,1,29241,-0.096946,0.187772,0.041919,45.6
5,1778096672.0880542,1,29341,-0.098895,0.192075,0.042215,46.6
5,1778096672.182993,1,29441,-0.100837,0.19641,0.042609,46.6
5,1778096672.2822323,1,29541,-0.1027,0.200549,0.042906,45.6
5,1778096672.4137166,1,29672,-0.105438,0.20648,0.043144,45.6
5,1778096672.5049458,1,29762,-0.107291,0.210455,0.043384,45.6
5,1778096672.597897,1,29852,-0.10913,0.214457,0.043716,45.6
5,1778096672.6840224,1,29943,-0.111009,0.21848,0.044188,45.6
5,1778096672.7831876,1,30041,-0.11322,0.222943,0.044395,46.6
5,1778096672.8826892,1,30141,-0.115373,0.227448,0.044593,45.6
5,1778096672.9822826,1,30241,-0.117468,0.232007,0.044828,46.6
5,1778096673.0847898,1,30341,-0.119738,0.236505,0.044972,45.6
5,1778096673.1907804,1,30441,-0.121978,0.241047,0.045306,46.6
5,1778096673.319874,1,30573,-0.1245,0.246887,0.045884,45.6
5,1778096673.403653,1,30663,-0.12654,0.251297,0.046444,46.6
5,1778096673.4950058,1,30753,-0.128511,0.255217,0.046776,45.6
5,1778096673.5876846,1,30843,-0.130579,0.259671,0.047347,46.6
5,1778096673.682635,1,30941,-0.132455,0.264224,0.047737,46.6
5,1778096673.782465,1,31041,-0.134621,0.268981,0.048249,45.6
5,1778096673.8822765,1,31141,-0.13701,0.273958,0.048609,46.6
5,1778096673.9843056,1,31241,-0.139127,0.278823,0.049041,45.6
5,1778096674.083503,1,31341,-0.141345,0.283716,0.049499,46.6
5,1778096674.2140338,1,31441,-0.143666,0.288592,0.049734,45.6
5,1778096674.30671,1,31563,-0.146409,0.294783,0.050196,45.6
5,1778096674.3940675,1,31653,-0.148449,0.299248,0.050629,45.6
5,1778096674.4840271,1,31743,-0.15041,0.303461,0.050943,45.6
5,1778096674.5821388,1,31841,-0.152672,0.308479,0.051327,45.6
5,1778096674.682266,1,31941,-0.154975,0.313525,0.051704,45.6
5,1778096674.782197,1,32041,-0.157356,0.318573,0.052069,45.6
5,1778096674.883309,1,32141,-0.159721,0.323678,0.052515,45.6
5,1778096674.9826498,1,32241,-0.16208,0.328826,0.052855,45.6
5,1778096675.117652,1,32341,-0.16431,0.333737,0.053187,46.6
5,1778096675.2096462,1,32464,-0.167187,0.340243,0.053589,45.6
5,1778096675.2978377,1,32554,-0.169447,0.345196,0.053779,45.6
5,1778096675.3887405,1,32644,-0.171622,0.349921,0.054138,45.6
5,1778096675.4822023,1,32741,-0.173775,0.35469,0.054667,45.6
5,1778096675.5824246,1,32841,-0.176299,0.36027,0.054924,45.6
5,1778096675.687176,1,32941,-0.17874,0.365571,0.055107,45.6
5,1778096675.782125,1,33041,-0.181164,0.370906,0.055388,45.6
5,1778096675.8847818,1,33141,-0.183619,0.376238,0.055507,45.6
5,1778096675.9835105,1,33241,-0.186037,0.381634,0.055872,45.6
5,1778096676.1049356,1,33364,-0.189096,0.388391,0.056145,45.6
5,1778096676.195707,1,33454,-0.19129,0.393254,0.056403,45.6
5,1778096676.2901027,1,33544,-0.193407,0.398178,0.05663,45.6
5,1778096676.3826993,1,33641,-0.195718,0.403352,0.056954,45.6
5,1778096676.4822538,1,33741,-0.198228,0.408803,0.057205,45.6
5,1778096676.5847697,1,33841,-0.200686,0.414301,0.057467,45.6
5,1778096676.6871526,1,33941,-0.203185,0.419813,0.057839,45.6
5,1778096676.7836373,1,34041,-0.205745,0.42529,0.058241,45.6
5,1778096676.88232,1,34141,-0.208245,0.430849,0.058626,45.6
5,1778096677.0148942,1,34265,-0.21146,0.437796,0.059061,45.6
5,1778096677.095976,1,34355,-0.213849,0.442788,0.059605,45.6
5,1778096677.1855733,1,34445,-0.216202,0.447843,0.060063,45.6
5,1778096677.282165,1,34541,-0.21872,0.453214,0.060317,45.6
5,1778096677.3838007,1,34641,-0.221456,0.458844,0.060919,45.6
5,1778096677.482232,1,34741,-0.224246,0.464527,0.061471,45.6
5,1778096677.584605,1,34841,-0.226918,0.470298,0.06164,45.6
5,1778096677.6825874,1,34941,-0.229637,0.476065,0.061837,45.6
5,1778096677.7903843,1,35041,-0.232378,0.481849,0.062137,45.6
5,1778096677.9054275,1,35165,-0.235741,0.489158,0.062545,45.6
5,1778096677.9980066,1,35255,-0.238267,0.494382,0.062997,45.6
5,1778096678.0858567,1,35345,-0.240783,0.499643,0.063374,45.6
5,1778096678.1824217,1,35441,-0.243253,0.504954,0.063883,45.6
5,1778096678.2847364,1,35541,-0.246185,0.511165,0.064105,45.6
5,1778096678.3937552,1,35641,-0.249047,0.51706,0.064694,45.6
5,1778096678.4827232,1,35741,-0.251703,0.522736,0.065195,45.6
5,1778096678.5848382,1,35841,-0.254619,0.529076,0.065474,45.6
5,1778096678.6858585,1,35941,-0.257468,0.53513,0.065764,45.6
5,1778096678.8107488,1,36066,-0.261051,0.542798,0.066174,45.6
5,1778096678.8989737,1,36156,-0.263592,0.548381,0.066689,45.6
5,1778096678.994095,1,36246,-0.266224,0.553978,0.067339,45.6
5,1778096679.087739,1,36341,-0.269022,0.559913,0.067936,45.6
5,1778096679.183074,1,36441,-0.271969,0.566197,0.06839,45.6
5,1778096679.2847571,1,36541,-0.274927,0.57252,0.068656,45.6
5,1778096679.383017,1,36641,-0.277927,0.578864,0.069104,45.6
5,1778096679.48202,1,36741,-0.280957,0.585211,0.069331,45.6
5,1778096679.5820417,1,36841,-0.284118,0.591496,0.069537,45.6
5,1778096679.7138546,1,36965,-0.288088,0.599379,0.070216,45.6
5,1778096679.7987618,1,37056,-0.290632,0.604871,0.070787,45.6
5,1778096679.8871126,1,37146,-0.293339,0.610735,0.071188,45.6
5,1778096679.982849,1,37241,-0.296464,0.616862,0.071631,45.6
5,1778096680.084444,1,37341,-0.300016,0.623602,0.07219,45.6
5,1778096680.1819174,1,37441,-0.303189,0.630189,0.072505,45.6
5,1778096680.2896085,1,37541,-0.306355,0.636828,0.072914,45.6
5,1778096680.3845882,1,37641,-0.309719,0.643435,0.073591,45.6
5,1778096680.4874518,1,37741,-0.313038,0.650153,0.074059,45.6
5,1778096680.6069784,1,37866,-0.316994,0.658723,0.074397,45.6
5,1778096680.708752,1,37957,-0.319931,0.664901,0.074856,45.6
5,1778096680.7878697,1,38047,-0.322997,0.671076,0.075476,45.6
5,1778096680.882113,1,38141,-0.326233,0.677637,0.076049,45.6
5,1778096680.9820514,1,38241,-0.329513,0.684675,0.076587,45.6
5,1778096681.0924122,1,38341,-0.332918,0.691731,0.077121,45.6
5,1778096681.187121,1,38441,-0.336186,0.69846,0.077725,45.6
5,1778096681.2819922,1,38541,-0.339685,0.70598,0.07822,45.6
5,1778096681.3863547,1,38641,-0.342897,0.712802,0.078625,45.6
5,1778096681.5088341,1,38767,-0.347421,0.722127,0.079202,44.6
5,1778096681.5978208,1,38857,-0.350525,0.728632,0.079548,45.6
5,1778096681.6881552,1,38947,-0.353636,0.735152,0.079803,45.6
5,1778096681.7839963,1,39041,-0.356983,0.742005,0.080023,45.6
5,1778096681.891936,1,39141,-0.360474,0.749266,0.080353,45.6
5,1778096681.9824028,1,39241,-0.363912,0.756572,0.080648,45.6
5,1778096682.081865,1,39341,-0.367433,0.763864,0.080808,45.6
5,1778096682.1828732,1,39441,-0.370925,0.771199,0.081022,45.6
5,1778096682.28636,1,39541,-0.374399,0.778591,0.081423,45.6
5,1778096682.4102705,1,39667,-0.378837,0.787904,0.082334,45.6
5,1778096682.4988544,1,39757,-0.381914,0.794266,0.083073,45.6
5,1778096682.597214,1,39848,-0.385329,0.801469,0.083618,45.6
5,1778096682.681925,1,39941,-0.388559,0.808314,0.084066,45.6
5,1778096682.7851272,1,40041,-0.392434,0.816314,0.084261,45.6
5,1778096682.8827474,1,40141,-0.395945,0.823576,0.084679,45.6
5,1778096682.9847097,1,40241,-0.399838,0.831665,0.084909,45.6
5,1778096683.0819664,1,40341,-0.403595,0.839408,0.085339,45.6
5,1778096683.1832502,1,40441,-0.407399,0.847195,0.085826,45.6
5,1778096683.3098526,1,40568,-0.412167,0.85703,0.086104,45.6
5,1778096683.4011517,1,40659,-0.415873,0.864481,0.08633,45.6
5,1778096683.4906793,1,40748,-0.41919,0.871186,0.086677,45.6
5,1778096683.5857458,1,40841,-0.422827,0.878756,0.087082,45.6
5,1778096683.6819384,1,40941,-0.426765,0.886742,0.087657,45.6
5,1778096683.7826247,1,41041,-0.430758,0.894763,0.087994,45.6
5,1778096683.88342,1,41141,-0.434646,0.902858,0.088359,45.6
5,1778096683.9820023,1,41241,-0.438548,0.910977,0.088551,45.6
5,1778096684.0838525,1,41341,-0.442464,0.919091,0.088848,45.6
5,1778096684.2153862,1,41468,-0.447371,0.929299,0.089186,45.6
5,1778096684.3011577,1,41558,-0.451085,0.937111,0.089964,45.6
5,1778096684.3896809,1,41648,-0.454272,0.943744,0.09064,45.6
5,1778096684.4829879,1,41741,-0.458333,0.952114,0.091341,45.6
5,1778096684.5846057,1,41841,-0.462386,0.960584,0.091783,45.6
5,1778096684.6828513,1,41941,-0.466492,0.969092,0.09214,45.6
5,1778096684.7825685,1,42041,-0.47074,0.977607,0.092561,45.6
5,1778096684.8838487,1,42141,-0.475075,0.986153,0.092916,45.6
5,1778096684.9828913,1,42241,-0.479374,0.9948,0.093086,45.6
5,1778096685.1121058,1,42369,-0.484758,1.006272,0.093278,45.6
5,1778096685.1998065,1,42459,-0.4885,1.01426,0.09362,45.6
5,1778096685.2899184,1,42550,-0.492343,1.022229,0.093837,45.6
5,1778096685.3830886,1,42641,-0.496246,1.030179,0.094238,45.6
5,1778096685.4820323,1,42741,-0.50048,1.039106,0.094574,45.6
5,1778096685.58373,1,42841,-0.50473,1.048077,0.094806,45.6
5,1778096685.682961,1,42941,-0.509126,1.057017,0.095244,45.6
5,1778096685.7821295,1,43041,-0.513452,1.066078,0.09573,45.6
5,1778096685.8847618,1,43141,-0.517556,1.074773,0.096091,45.6
5,1778096686.0118563,1,43270,-0.523595,1.087088,0.096672,45.6
5,1778096686.099389,1,43359,-0.527627,1.095384,0.09704,45.6
5,1778096686.1896133,1,43449,-0.531657,1.103757,0.097342,45.6
5,1778096686.285128,1,43541,-0.535764,1.112135,0.09768,45.6
5,1778096686.3924181,1,43641,-0.540325,1.121508,0.097995,45.6
5,1778096686.4822645,1,43741,-0.54477,1.131022,0.098343,45.6
5,1778096686.5834787,1,43841,-0.549308,1.140582,0.098492,45.6
5,1778096686.6828034,1,43941,-0.554217,1.149988,0.098789,45.6
5,1778096686.7820523,1,44041,-0.55912,1.159451,0.09904,45.6
5,1778096686.9097164,1,44169,-0.564888,1.171537,0.099278,45.6
5,1778096687.0000792,1,44259,-0.569448,1.18067,0.09972,45.6
5,1778096687.092453,1,44350,-0.57366,1.188833,0.100138,45.6
5,1778096687.1841145,1,44441,-0.578291,1.198032,0.100515,45.6
5,1778096687.2851355,1,44541,-0.58317,1.207765,0.100929,45.6
5,1778096687.3837292,1,44641,-0.587882,1.217021,0.101353,45.6
5,1778096687.4859996,1,44741,-0.593137,1.227296,0.10158,45.6
5,1778096687.583526,1,44841,-0.597901,1.236642,0.101992,45.6
5,1778096687.6831708,1,44941,-0.60294,1.246523,0.10228,45.6
5,1778096687.8111143,1,45071,-0.609772,1.259944,0.102418,45.6
5,1778096687.9003844,1,45160,-0.614408,1.268898,0.102884,45.6
5,1778096687.9951582,1,45250,-0.619035,1.277936,0.103264,45.6
5,1778096688.0835996,1,45341,-0.623683,1.287013,0.103618,45.6
5,1778096688.1819692,1,45441,-0.628881,1.297139,0.103924,45.6
5,1778096688.2855098,1,45541,-0.634102,1.307311,0.10446,45.6
5,1778096688.38263,1,45641,-0.639322,1.317605,0.105063,45.6
5,1778096688.483822,1,45741,-0.644546,1.32802,0.105591,45.6
5,1778096688.5824676,1,45841,-0.649862,1.338512,0.10615,45.6
5,1778096688.7138083,1,45970,-0.657011,1.352172,0.10674,45.6
5,1778096688.80189,1,46060,-0.661986,1.36166,0.10724,44.6
5,1778096688.8908179,1,46150,-0.666693,1.370709,0.10788,45.6
5,1778096688.9862986,1,46241,-0.672052,1.380879,0.108428,45.6
5,1778096689.0918412,1,46341,-0.677361,1.391148,0.108909,45.6
5,1778096689.183942,1,46441,-0.683173,1.402601,0.109123,45.6
5,1778096689.2846363,1,46541,-0.688837,1.413517,0.109289,45.6
5,1778096689.390334,1,46641,-0.694502,1.42451,0.109567,45.6
5,1778096689.481811,1,46741,-0.700186,1.435572,0.109836,45.6
5,1778096689.611771,1,46871,-0.7076,1.45003,0.110064,45.6
5,1778096689.7027364,1,46962,-0.712763,1.460057,0.110351,45.6
5,1778096689.8011541,1,47051,-0.717926,1.47013,0.110777,45.6
5,1778096689.881839,1,47141,-0.72316,1.480215,0.111355,45.6
5,1778096689.9868562,1,47241,-0.729002,1.491522,0.111891,45.6
5,1778096690.083172,1,47341,-0.734806,1.502918,0.112133,45.6
5,1778096690.1859996,1,47441,-0.740662,1.514328,0.112488,45.6
5,1778096690.2900403,1,47541,-0.746313,1.52518,0.112891,44.6
5,1778096690.3824027,1,47641,-0.752362,1.53663,0.113155,45.6
5,1778096690.5116513,1,47771,-0.76042,1.55221,0.11343,44.6
5,1778096690.603915,1,47861,-0.76569,1.562737,0.11378,45.6
5,1778096690.6917877,1,47951,-0.770966,1.573313,0.114097,44.6
5,1778096690.7853618,1,48041,-0.776252,1.583934,0.114357,45.6
5,1778096690.8972344,1,48141,-0.782339,1.595697,0.114746,45.6
5,1778096690.9819436,1,48241,-0.788446,1.607519,0.115229,45.6
5,1778096691.0840015,1,48341,-0.794351,1.61954,0.115418,45.6
5,1778096691.1869378,1,48441,-0.800373,1.631534,0.115896,45.6
5,1778096691.2903702,1,48541,-0.806584,1.643522,0.116746,45.6
5,1778096691.4151034,1,48672,-0.814547,1.659342,0.117271,45.6
5,1778096691.503808,1,48762,-0.819728,1.66976,0.117719,45.6
5,1778096691.5942874,1,48853,-0.825372,1.680783,0.11813,45.6
5,1778096691.6826985,1,48942,-0.831376,1.692457,0.118737,45.6
5,1778096691.7828767,1,49041,-0.837288,1.704255,0.119251,45.6
5,1778096691.8820946,1,49141,-0.843607,1.716701,0.119745,45.6
5,1778096691.9855952,1,49241,-0.850492,1.729738,0.120075,45.6
5,1778096692.0822415,1,49341,-0.856516,1.741728,0.120484,45.6
5,1778096692.1817288,1,49441,-0.863157,1.755075,0.120771,45.6
5,1778096692.312652,1,49572,-0.871817,1.771479,0.120922,45.6
5,1778096692.4065197,1,49662,-0.877766,1.782917,0.121122,45.6
5,1778096692.4963331,1,49753,-0.883529,1.794503,0.121539,45.6
5,1778096692.5826957,1,49843,-0.889308,1.806117,0.121974,45.6
5,1778096692.6828763,1,49941,-0.895935,1.818991,0.122322,45.6
5,1778096692.7815032,1,50041,-0.902657,1.831862,0.122747,45.6
5,1778096692.882191,1,50141,-0.909235,1.844896,0.123118,45.6
5,1778096692.981979,1,50241,-0.915909,1.857964,0.123597,45.6
